gene_id_x,snp_count,exon_length,snp_density,gene_norm_x,gene_map,gene_id_y,expression,gene_norm_y
rna-NM_001299652.1,0,1780,0.0,NM_001299652,FBgn0034368,FBgn0034368,58.54940711462451,FBgn0034368
rna-NM_137509.4,0,1637,0.0,NM_137509,FBgn0034368,FBgn0034368,58.54940711462451,FBgn0034368
rna-NM_001299650.1,0,1642,0.0,NM_001299650,FBgn0034368,FBgn0034368,58.54940711462451,FBgn0034368
rna-NM_137510.4,0,4620,0.0,NM_137510,FBgn0050122,FBgn0050122,191.01185770750988,FBgn0050122
rna-NM_001169726.2,0,4620,0.0,NM_001169726,FBgn0050122,FBgn0050122,191.01185770750988,FBgn0050122
rna-NM_001169725.2,0,4623,0.0,NM_001169725,FBgn0050122,FBgn0050122,191.01185770750988,FBgn0050122
rna-NM_001169728.2,0,1770,0.0,NM_001169728,FBgn0034371,FBgn0034371,19.518577075098833,FBgn0034371
rna-NM_001169729.2,0,1876,0.0,NM_001169729,FBgn0034371,FBgn0034371,19.518577075098833,FBgn0034371
rna-NM_137511.4,0,1340,0.0,NM_137511,FBgn0034371,FBgn0034371,19.518577075098833,FBgn0034371
rna-NM_166300.3,0,1450,0.0,NM_166300,FBgn0034371,FBgn0034371,19.518577075098833,FBgn0034371
rna-NM_079062.3,0,1454,0.0,NM_079062,FBgn0023214,FBgn0023214,29.305533596837943,FBgn0023214
rna-NM_001202039.1,0,945,0.0,NM_001202039,FBgn0262102,FBgn0262102,6.132015810276664,FBgn0262102
rna-NM_001202040.1,0,6469,0.0,NM_001202040,FBgn0262103,FBgn0262103,41.91660079051385,FBgn0262103
rna-NM_001299658.1,0,6278,0.0,NM_001299658,FBgn0262103,FBgn0262103,41.91660079051385,FBgn0262103
rna-NM_001103900.2,0,6020,0.0,NM_001103900,FBgn0262103,FBgn0262103,41.91660079051385,FBgn0262103
rna-NM_001103899.2,0,6011,0.0,NM_001103899,FBgn0262103,FBgn0262103,41.91660079051385,FBgn0262103
rna-NM_137517.5,0,5637,0.0,NM_137517,FBgn0262103,FBgn0262103,41.91660079051385,FBgn0262103
rna-NM_137515.3,0,2983,0.0,NM_137515,FBgn0262103,FBgn0262103,41.91660079051385,FBgn0262103
rna-NM_137518.3,0,2054,0.0,NM_137518,FBgn0034379,FBgn0034379,3.709090909090913,FBgn0034379
rna-NM_001299659.1,0,1967,0.0,NM_001299659,FBgn0034379,FBgn0034379,3.709090909090913,FBgn0034379
rna-NM_137519.3,0,2418,0.0,NM_137519,FBgn0034380,FBgn0034380,13.347826086956522,FBgn0034380
rna-NM_001274147.1,0,1567,0.0,NM_001274147,FBgn0259682,FBgn0259682,776.5256916996047,FBgn0259682
rna-NM_001202042.2,0,1663,0.0,NM_001202042,FBgn0259682,FBgn0259682,776.5256916996047,FBgn0259682
rna-NM_001274148.1,0,1667,0.0,NM_001274148,FBgn0259682,FBgn0259682,776.5256916996047,FBgn0259682
rna-NM_001144231.3,0,2029,0.0,NM_001144231,FBgn0259682,FBgn0259682,776.5256916996047,FBgn0259682
rna-NM_001202041.2,0,1925,0.0,NM_001202041,FBgn0259682,FBgn0259682,776.5256916996047,FBgn0259682
rna-NM_001144233.2,0,1628,0.0,NM_001144233,FBgn0259682,FBgn0259682,776.5256916996047,FBgn0259682
rna-NM_001144232.4,0,1622,0.0,NM_001144232,FBgn0259682,FBgn0259682,776.5256916996047,FBgn0259682
rna-NM_137527.4,0,1323,0.0,NM_137527,FBgn0259682,FBgn0259682,776.5256916996047,FBgn0259682
rna-NM_001299661.1,0,4223,0.0,NM_001299661,FBgn0034389,FBgn0034389,25.97707509881429,FBgn0034389
rna-NM_001274149.1,0,4123,0.0,NM_001274149,FBgn0034389,FBgn0034389,25.97707509881429,FBgn0034389
rna-NM_001316428.1,0,4123,0.0,NM_001316428,FBgn0034389,FBgn0034389,25.97707509881429,FBgn0034389
rna-NM_137528.5,0,4066,0.0,NM_137528,FBgn0034389,FBgn0034389,25.97707509881429,FBgn0034389
rna-NM_001043094.2,0,4015,0.0,NM_001043094,FBgn0034389,FBgn0034389,25.97707509881429,FBgn0034389
rna-NM_001043095.3,0,2824,0.0,NM_001043095,FBgn0034389,FBgn0034389,25.97707509881429,FBgn0034389
rna-NM_137529.4,0,1243,0.0,NM_137529,FBgn0034390,FBgn0034390,31.122529644268862,FBgn0034390
rna-NM_001202043.2,0,1255,0.0,NM_001202043,FBgn0034390,FBgn0034390,31.122529644268862,FBgn0034390
rna-NM_166306.3,0,1310,0.0,NM_166306,FBgn0034390,FBgn0034390,31.122529644268862,FBgn0034390
rna-NM_137530.2,0,5546,0.0,NM_137530,FBgn0034391,FBgn0034391,1.1296442687747033,FBgn0034391
rna-NM_137531.2,0,1826,0.0,NM_137531,FBgn0034392,FBgn0034392,19.023715415019762,FBgn0034392
rna-NM_166308.2,0,1896,0.0,NM_166308,FBgn0034392,FBgn0034392,19.023715415019762,FBgn0034392
rna-NM_001299662.1,0,2337,0.0,NM_001299662,FBgn0010651,FBgn0010651,53.47905138339921,FBgn0010651
rna-NM_166309.1,0,2999,0.0,NM_166309,FBgn0010651,FBgn0010651,53.47905138339921,FBgn0010651
rna-NM_143781.3,0,2048,0.0,NM_143781,FBgn0010651,FBgn0010651,53.47905138339921,FBgn0010651
rna-NM_001103902.1,0,1237,0.0,NM_001103902,FBgn0010551,FBgn0010551,372.8300395256917,FBgn0010551
rna-NM_001103903.2,0,1614,0.0,NM_001103903,FBgn0010551,FBgn0010551,372.8300395256917,FBgn0010551
rna-NM_166311.3,0,1554,0.0,NM_166311,FBgn0010551,FBgn0010551,372.8300395256917,FBgn0010551
rna-NM_143773.4,0,1518,0.0,NM_143773,FBgn0010551,FBgn0010551,372.8300395256917,FBgn0010551
rna-NM_001103901.1,0,1312,0.0,NM_001103901,FBgn0010551,FBgn0010551,372.8300395256917,FBgn0010551
rna-NM_166312.3,0,1495,0.0,NM_166312,FBgn0010551,FBgn0010551,372.8300395256917,FBgn0010551
rna-NM_137535.4,0,953,0.0,NM_137535,FBgn0034398,FBgn0034398,290.5138339920949,FBgn0034398
rna-NM_137536.5,0,669,0.0,NM_137536,FBgn0034399,FBgn0034399,82.74703557312253,FBgn0034399
rna-NM_001274152.1,0,8469,0.0,NM_001274152,FBgn0034400,FBgn0034400,28.960474308300395,FBgn0034400
rna-NM_137537.4,0,8544,0.0,NM_137537,FBgn0034400,FBgn0034400,28.960474308300395,FBgn0034400
rna-NM_137538.2,0,3403,0.0,NM_137538,FBgn0034401,FBgn0034401,16.26600790513833,FBgn0034401
rna-NM_137539.4,0,1120,0.0,NM_137539,FBgn0034402,FBgn0034402,12.494071146245059,FBgn0034402
rna-NM_137540.3,0,1077,0.0,NM_137540,FBgn0034403,FBgn0034403,31.316996047430848,FBgn0034403
rna-NM_137541.4,0,1486,0.0,NM_137541,FBgn0010053,FBgn0010053,9.831620553359683,FBgn0010053
rna-NM_176233.4,0,1926,0.0,NM_176233,FBgn0034405,FBgn0034405,65.52173913043467,FBgn0034405
rna-NM_137542.4,0,1621,0.0,NM_137542,FBgn0034405,FBgn0034405,65.52173913043467,FBgn0034405
rna-NM_137543.4,0,1576,0.0,NM_137543,FBgn0034406,FBgn0034406,11.124901185770712,FBgn0034406
rna-NM_166315.3,0,4661,0.0,NM_166315,FBgn0034408,FBgn0034408,12.30513833992095,FBgn0034408
rna-NM_001144234.2,0,4614,0.0,NM_001144234,FBgn0034408,FBgn0034408,12.30513833992095,FBgn0034408
rna-NM_166314.3,0,4358,0.0,NM_166314,FBgn0034408,FBgn0034408,12.30513833992095,FBgn0034408
rna-NM_166316.3,0,4513,0.0,NM_166316,FBgn0034408,FBgn0034408,12.30513833992095,FBgn0034408
rna-NM_079064.4,0,4279,0.0,NM_079064,FBgn0034408,FBgn0034408,12.30513833992095,FBgn0034408
rna-NM_001299666.1,0,4279,0.0,NM_001299666,FBgn0034408,FBgn0034408,12.30513833992095,FBgn0034408
rna-NM_166317.2,0,1597,0.0,NM_166317,FBgn0014269,FBgn0014269,96.74308300395256,FBgn0014269
rna-NM_145192.3,0,1106,0.0,NM_145192,FBgn0041702,FBgn0041702,27.011857707509883,FBgn0041702
rna-NM_001274153.1,0,1118,0.0,NM_001274153,FBgn0041702,FBgn0041702,27.011857707509883,FBgn0041702
rna-NM_001274154.1,0,4298,0.0,NM_001274154,FBgn0267351,FBgn0267351,114.43083003952569,FBgn0267351
rna-NM_137544.3,0,4042,0.0,NM_137544,FBgn0267351,FBgn0267351,114.43083003952569,FBgn0267351
rna-NM_001169730.3,0,3861,0.0,NM_001169730,FBgn0263116,FBgn0263116,1.514624505928854,FBgn0263116
rna-NM_001144236.2,0,4026,0.0,NM_001144236,FBgn0263116,FBgn0263116,1.514624505928854,FBgn0263116
rna-NM_079065.6,0,2980,0.0,NM_079065,FBgn0263116,FBgn0263116,1.514624505928854,FBgn0263116
rna-NM_079066.3,0,3608,0.0,NM_079066,FBgn0027535,FBgn0027535,18.08300395256917,FBgn0027535
rna-NM_166325.2,0,2475,0.0,NM_166325,FBgn0034418,FBgn0034418,66.45849802371542,FBgn0034418
rna-NM_137552.3,0,2528,0.0,NM_137552,FBgn0034418,FBgn0034418,66.45849802371542,FBgn0034418
rna-NM_001103904.2,0,2823,0.0,NM_001103904,FBgn0034418,FBgn0034418,66.45849802371542,FBgn0034418
rna-NM_166327.2,0,2345,0.0,NM_166327,FBgn0034418,FBgn0034418,66.45849802371542,FBgn0034418
rna-NM_166328.3,0,1772,0.0,NM_166328,FBgn0034419,FBgn0034419,9.450592885375494,FBgn0034419
rna-NM_137553.3,0,1563,0.0,NM_137553,FBgn0034419,FBgn0034419,9.450592885375494,FBgn0034419
rna-NM_001299673.1,0,4417,0.0,NM_001299673,FBgn0000578,FBgn0000578,413.2490118577075,FBgn0000578
rna-NM_166330.2,0,3806,0.0,NM_166330,FBgn0000578,FBgn0000578,413.2490118577075,FBgn0000578
rna-NM_001014536.2,0,3446,0.0,NM_001014536,FBgn0000578,FBgn0000578,413.2490118577075,FBgn0000578
rna-NM_166329.2,0,3370,0.0,NM_166329,FBgn0000578,FBgn0000578,413.2490118577075,FBgn0000578
rna-NM_001014537.3,0,2878,0.0,NM_001014537,FBgn0000578,FBgn0000578,413.2490118577075,FBgn0000578
rna-NM_001144237.2,0,4107,0.0,NM_001144237,FBgn0000578,FBgn0000578,413.2490118577075,FBgn0000578
rna-NM_166331.3,0,3669,0.0,NM_166331,FBgn0000578,FBgn0000578,413.2490118577075,FBgn0000578
rna-NM_001144240.3,0,3953,0.0,NM_001144240,FBgn0034420,FBgn0034420,25.520553359683806,FBgn0034420
rna-NM_001014538.4,0,3516,0.0,NM_001014538,FBgn0034420,FBgn0034420,25.520553359683806,FBgn0034420
rna-NM_001144241.2,0,3204,0.0,NM_001144241,FBgn0034420,FBgn0034420,25.520553359683806,FBgn0034420
rna-NM_166334.3,0,3159,0.0,NM_166334,FBgn0034420,FBgn0034420,25.520553359683806,FBgn0034420
rna-NM_001144239.3,0,3049,0.0,NM_001144239,FBgn0034420,FBgn0034420,25.520553359683806,FBgn0034420
rna-NM_166333.3,0,3016,0.0,NM_166333,FBgn0034420,FBgn0034420,25.520553359683806,FBgn0034420
rna-NM_001144243.3,0,2981,0.0,NM_001144243,FBgn0034420,FBgn0034420,25.520553359683806,FBgn0034420
rna-NM_166332.3,0,3154,0.0,NM_166332,FBgn0034420,FBgn0034420,25.520553359683806,FBgn0034420
rna-NM_001299674.1,0,3109,0.0,NM_001299674,FBgn0034420,FBgn0034420,25.520553359683806,FBgn0034420
rna-NM_001144244.3,0,3430,0.0,NM_001144244,FBgn0034420,FBgn0034420,25.520553359683806,FBgn0034420
rna-NM_001144242.2,0,3536,0.0,NM_001144242,FBgn0034420,FBgn0034420,25.520553359683806,FBgn0034420
rna-NM_001144238.3,0,2771,0.0,NM_001144238,FBgn0034420,FBgn0034420,25.520553359683806,FBgn0034420
rna-NM_137554.5,0,3167,0.0,NM_137554,FBgn0034420,FBgn0034420,25.520553359683806,FBgn0034420
rna-NM_001144245.3,0,3107,0.0,NM_001144245,FBgn0034420,FBgn0034420,25.520553359683806,FBgn0034420
rna-NM_001299675.1,0,4330,0.0,NM_001299675,FBgn0263395,FBgn0263395,20.403162055335983,FBgn0263395
rna-NM_166335.3,0,5080,0.0,NM_166335,FBgn0263395,FBgn0263395,20.403162055335983,FBgn0263395
rna-NM_137555.3,0,4267,0.0,NM_137555,FBgn0263395,FBgn0263395,20.403162055335983,FBgn0263395
rna-NM_001299676.1,0,5041,0.0,NM_001299676,FBgn0263395,FBgn0263395,20.403162055335983,FBgn0263395
rna-NM_001299677.1,0,4228,0.0,NM_001299677,FBgn0263395,FBgn0263395,20.403162055335983,FBgn0263395
rna-NM_137556.4,0,1270,0.0,NM_137556,FBgn0034422,FBgn0034422,26.66403162055336,FBgn0034422
rna-NM_166336.2,0,2914,0.0,NM_166336,FBgn0010434,FBgn0010434,3.4209486166007914,FBgn0010434
rna-NM_166337.2,0,3472,0.0,NM_166337,FBgn0010434,FBgn0010434,3.4209486166007914,FBgn0010434
rna-NM_001299678.1,0,5605,0.0,NM_001299678,FBgn0010434,FBgn0010434,3.4209486166007914,FBgn0010434
rna-NM_079067.4,0,5899,0.0,NM_079067,FBgn0010434,FBgn0010434,3.4209486166007914,FBgn0010434
rna-NM_001299679.1,0,5893,0.0,NM_001299679,FBgn0010434,FBgn0010434,3.4209486166007914,FBgn0010434
rna-NM_166338.3,0,2902,0.0,NM_166338,FBgn0010434,FBgn0010434,3.4209486166007914,FBgn0010434
rna-NM_001274155.1,0,4244,0.0,NM_001274155,FBgn0003254,FBgn0003254,75.90592885375494,FBgn0003254
rna-NM_080534.4,0,3956,0.0,NM_080534,FBgn0003254,FBgn0003254,75.90592885375494,FBgn0003254
rna-NM_001274156.2,0,3956,0.0,NM_001274156,FBgn0003254,FBgn0003254,75.90592885375494,FBgn0003254
rna-NM_137558.3,0,2289,0.0,NM_137558,FBgn0034425,FBgn0034425,25.49407114624506,FBgn0034425
rna-NM_137561.2,0,1013,0.0,NM_137561,FBgn0034428,FBgn0034428,0.5913043478260874,FBgn0034428
rna-NM_079068.5,0,633,0.0,NM_079068,FBgn0013954,FBgn0013954,570.201581027668,FBgn0013954
rna-NM_137563.4,0,1092,0.0,NM_137563,FBgn0034430,FBgn0034430,40.56126482213439,FBgn0034430
rna-NM_001274157.1,0,3081,0.0,NM_001274157,FBgn0086358,FBgn0086358,31.022134387351787,FBgn0086358
rna-NM_137564.3,0,3249,0.0,NM_137564,FBgn0086358,FBgn0086358,31.022134387351787,FBgn0086358
rna-NM_001259488.2,0,3305,0.0,NM_001259488,FBgn0086358,FBgn0086358,31.022134387351787,FBgn0086358
rna-NM_001299682.1,0,2274,0.0,NM_001299682,FBgn0034432,FBgn0034432,78.02371541501977,FBgn0034432
rna-NM_137565.3,0,2013,0.0,NM_137565,FBgn0034432,FBgn0034432,78.02371541501977,FBgn0034432
rna-NM_166340.3,0,2190,0.0,NM_166340,FBgn0034433,FBgn0034433,30.668774703557315,FBgn0034433
rna-NM_001103906.3,0,2154,0.0,NM_001103906,FBgn0034433,FBgn0034433,30.668774703557315,FBgn0034433
rna-NM_137566.4,0,2226,0.0,NM_137566,FBgn0034433,FBgn0034433,30.668774703557315,FBgn0034433
rna-NM_001103905.3,0,2190,0.0,NM_001103905,FBgn0034433,FBgn0034433,30.668774703557315,FBgn0034433
rna-NM_137569.4,0,2960,0.0,NM_137569,FBgn0034436,FBgn0034436,14.067193675889328,FBgn0034436
rna-NM_001259489.2,0,3589,0.0,NM_001259489,FBgn0034436,FBgn0034436,14.067193675889328,FBgn0034436
rna-NM_166342.2,0,2838,0.0,NM_166342,FBgn0034436,FBgn0034436,14.067193675889328,FBgn0034436
rna-NM_137575.2,0,1718,0.0,NM_137575,FBgn0034442,FBgn0034442,4.468379446640317,FBgn0034442
rna-NM_166343.3,0,2617,0.0,NM_166343,FBgn0261439,FBgn0261439,154.94466403162056,FBgn0261439
rna-NM_166344.3,0,2663,0.0,NM_166344,FBgn0261439,FBgn0261439,154.94466403162056,FBgn0261439
rna-NM_057862.5,0,2750,0.0,NM_057862,FBgn0261439,FBgn0261439,154.94466403162056,FBgn0261439
rna-NM_137576.4,0,497,0.0,NM_137576,FBgn0034443,FBgn0034443,10.41501976284585,FBgn0034443
rna-NM_001202048.3,0,3977,0.0,NM_001202048,FBgn0263391,FBgn0263391,110.01185770750988,FBgn0263391
rna-NM_001259491.2,0,4161,0.0,NM_001259491,FBgn0263391,FBgn0263391,110.01185770750988,FBgn0263391
rna-NM_001299683.1,0,3963,0.0,NM_001299683,FBgn0263391,FBgn0263391,110.01185770750988,FBgn0263391
rna-NM_001259492.2,0,3723,0.0,NM_001259492,FBgn0263391,FBgn0263391,110.01185770750988,FBgn0263391
rna-NM_166348.3,0,3854,0.0,NM_166348,FBgn0263391,FBgn0263391,110.01185770750988,FBgn0263391
rna-NM_166349.3,0,4100,0.0,NM_166349,FBgn0263391,FBgn0263391,110.01185770750988,FBgn0263391
rna-NM_166347.3,0,2643,0.0,NM_166347,FBgn0263391,FBgn0263391,110.01185770750988,FBgn0263391
rna-NM_057529.4,0,4163,0.0,NM_057529,FBgn0263391,FBgn0263391,110.01185770750988,FBgn0263391
rna-NM_001169734.2,0,4153,0.0,NM_001169734,FBgn0263391,FBgn0263391,110.01185770750988,FBgn0263391
rna-NM_001169735.2,0,4399,0.0,NM_001169735,FBgn0263391,FBgn0263391,110.01185770750988,FBgn0263391
rna-NM_001103907.3,0,6053,0.0,NM_001103907,FBgn0263391,FBgn0263391,110.01185770750988,FBgn0263391
rna-NM_166350.2,0,2582,0.0,NM_166350,FBgn0263391,FBgn0263391,110.01185770750988,FBgn0263391
rna-NM_001382109.1,0,2745,0.0,NM_001382109,FBgn0263391,FBgn0263391,110.01185770750988,FBgn0263391
rna-NM_166351.2,0,2531,0.0,NM_166351,FBgn0263391,FBgn0263391,110.01185770750988,FBgn0263391
rna-NM_001169732.2,0,2287,0.0,NM_001169732,FBgn0263391,FBgn0263391,110.01185770750988,FBgn0263391
rna-NM_001169733.2,0,1945,0.0,NM_001169733,FBgn0263391,FBgn0263391,110.01185770750988,FBgn0263391
rna-NM_001299684.1,0,2934,0.0,NM_001299684,FBgn0012051,FBgn0012051,14.980237154150197,FBgn0012051
rna-NM_001103908.2,0,2889,0.0,NM_001103908,FBgn0012051,FBgn0012051,14.980237154150197,FBgn0012051
rna-NM_057699.5,0,2797,0.0,NM_057699,FBgn0012051,FBgn0012051,14.980237154150197,FBgn0012051
rna-NM_057700.4,0,2301,0.0,NM_057700,FBgn0012051,FBgn0012051,14.980237154150197,FBgn0012051
rna-NM_001144247.3,0,4142,0.0,NM_001144247,FBgn0020440,FBgn0020440,42.023715415019765,FBgn0020440
rna-NM_166352.3,0,4499,0.0,NM_166352,FBgn0020440,FBgn0020440,42.023715415019765,FBgn0020440
rna-NM_001169736.2,0,4707,0.0,NM_001169736,FBgn0020440,FBgn0020440,42.023715415019765,FBgn0020440
rna-NM_079069.4,0,4713,0.0,NM_079069,FBgn0020440,FBgn0020440,42.023715415019765,FBgn0020440
rna-NM_001144246.3,0,5613,0.0,NM_001144246,FBgn0020440,FBgn0020440,42.023715415019765,FBgn0020440
rna-NM_166353.3,0,4240,0.0,NM_166353,FBgn0020440,FBgn0020440,42.023715415019765,FBgn0020440
rna-NM_144353.4,0,3460,0.0,NM_144353,FBgn0040273,FBgn0040273,38.60079051383399,FBgn0040273
rna-NM_001299685.1,0,1017,0.0,NM_001299685,FBgn0013325,FBgn0013325,499.9525691699605,FBgn0013325
rna-NM_057706.5,0,710,0.0,NM_057706,FBgn0013325,FBgn0013325,499.9525691699605,FBgn0013325
rna-NM_166354.3,0,576,0.0,NM_166354,FBgn0266711,FBgn0266711,295.0632411067194,FBgn0266711
rna-NM_079070.4,0,654,0.0,NM_079070,FBgn0266711,FBgn0266711,295.0632411067194,FBgn0266711
rna-NM_079071.3,0,1596,0.0,NM_079071,FBgn0284243,FBgn0284243,646.3873517786561,FBgn0284243
rna-NM_166356.2,0,1701,0.0,NM_166356,FBgn0284243,FBgn0284243,646.3873517786561,FBgn0284243
rna-NM_137578.4,0,2585,0.0,NM_137578,FBgn0034447,FBgn0034447,55.61304347826087,FBgn0034447
rna-NM_206177.3,0,6079,0.0,NM_206177,FBgn0260934,FBgn0260934,216.08300395256916,FBgn0260934
rna-NM_206178.3,0,4827,0.0,NM_206178,FBgn0260934,FBgn0260934,216.08300395256916,FBgn0260934
rna-NM_206172.3,0,4827,0.0,NM_206172,FBgn0260934,FBgn0260934,216.08300395256916,FBgn0260934
rna-NM_001014542.3,0,4858,0.0,NM_001014542,FBgn0260934,FBgn0260934,216.08300395256916,FBgn0260934
rna-NM_001169739.2,0,4840,0.0,NM_001169739,FBgn0260934,FBgn0260934,216.08300395256916,FBgn0260934
rna-NM_001014540.3,0,3863,0.0,NM_001014540,FBgn0260934,FBgn0260934,216.08300395256916,FBgn0260934
rna-NM_206171.4,0,4868,0.0,NM_206171,FBgn0260934,FBgn0260934,216.08300395256916,FBgn0260934
rna-NM_001014539.3,0,3321,0.0,NM_001014539,FBgn0260934,FBgn0260934,216.08300395256916,FBgn0260934
rna-NM_001169740.2,0,4990,0.0,NM_001169740,FBgn0260934,FBgn0260934,216.08300395256916,FBgn0260934
rna-NM_001169737.2,0,4849,0.0,NM_001169737,FBgn0260934,FBgn0260934,216.08300395256916,FBgn0260934
rna-NM_001169738.2,0,3918,0.0,NM_001169738,FBgn0260934,FBgn0260934,216.08300395256916,FBgn0260934
rna-NM_206179.3,0,2300,0.0,NM_206179,FBgn0002716,FBgn0002716,1.9830039525691765,FBgn0002716
rna-NM_137581.4,0,1166,0.0,NM_137581,FBgn0034451,FBgn0034451,74.46245059288538,FBgn0034451
rna-NM_137582.3,0,4322,0.0,NM_137582,FBgn0034452,FBgn0034452,2.8363636363636413,FBgn0034452
rna-NM_058072.4,0,1923,0.0,NM_058072,FBgn0026378,FBgn0026378,9.08300395256917,FBgn0026378
rna-NM_001274163.1,0,2804,0.0,NM_001274163,FBgn0261456,FBgn0261456,39.794466403162055,FBgn0261456
rna-NM_137583.5,0,2503,0.0,NM_137583,FBgn0261456,FBgn0261456,39.794466403162055,FBgn0261456
rna-NM_001299687.1,0,979,0.0,NM_001299687,FBgn0040732,FBgn0040732,0.6371541501976292,FBgn0040732
rna-NM_144107.4,0,884,0.0,NM_144107,FBgn0040732,FBgn0040732,0.6371541501976292,FBgn0040732
rna-NM_001299688.1,0,1527,0.0,NM_001299688,FBgn0034455,FBgn0034455,80.4786561264822,FBgn0034455
rna-NM_137585.4,0,1201,0.0,NM_137585,FBgn0034455,FBgn0034455,80.4786561264822,FBgn0034455
rna-NM_001259505.2,0,15139,0.0,NM_001259505,FBgn0003435,FBgn0003435,24.561264822134387,FBgn0003435
rna-NM_001259497.2,0,15106,0.0,NM_001259497,FBgn0003435,FBgn0003435,24.561264822134387,FBgn0003435
rna-NM_001259500.2,0,15344,0.0,NM_001259500,FBgn0003435,FBgn0003435,24.561264822134387,FBgn0003435
rna-NM_001274164.1,0,14827,0.0,NM_001274164,FBgn0003435,FBgn0003435,24.561264822134387,FBgn0003435
rna-NM_001259498.2,0,8932,0.0,NM_001259498,FBgn0003435,FBgn0003435,24.561264822134387,FBgn0003435
rna-NM_001259495.2,0,2379,0.0,NM_001259495,FBgn0003435,FBgn0003435,24.561264822134387,FBgn0003435
rna-NM_166368.5,0,2872,0.0,NM_166368,FBgn0003435,FBgn0003435,24.561264822134387,FBgn0003435
rna-NM_057383.7,0,2995,0.0,NM_057383,FBgn0003435,FBgn0003435,24.561264822134387,FBgn0003435
rna-NM_001259494.2,0,3175,0.0,NM_001259494,FBgn0003435,FBgn0003435,24.561264822134387,FBgn0003435
rna-NM_001259496.2,0,3046,0.0,NM_001259496,FBgn0003435,FBgn0003435,24.561264822134387,FBgn0003435
rna-NM_001259499.2,0,3226,0.0,NM_001259499,FBgn0003435,FBgn0003435,24.561264822134387,FBgn0003435
rna-NM_001032268.3,0,3010,0.0,NM_001032268,FBgn0003435,FBgn0003435,24.561264822134387,FBgn0003435
rna-NM_001259501.2,0,3190,0.0,NM_001259501,FBgn0003435,FBgn0003435,24.561264822134387,FBgn0003435
rna-NM_001032269.3,0,2330,0.0,NM_001032269,FBgn0003435,FBgn0003435,24.561264822134387,FBgn0003435
rna-NM_001259504.2,0,2378,0.0,NM_001259504,FBgn0003435,FBgn0003435,24.561264822134387,FBgn0003435
rna-NM_001259502.2,0,1179,0.0,NM_001259502,FBgn0003435,FBgn0003435,24.561264822134387,FBgn0003435
rna-NM_001043096.2,0,1230,0.0,NM_001043096,FBgn0003435,FBgn0003435,24.561264822134387,FBgn0003435
rna-NM_001259503.2,0,1251,0.0,NM_001259503,FBgn0003435,FBgn0003435,24.561264822134387,FBgn0003435
rna-NM_001274165.1,0,1299,0.0,NM_001274165,FBgn0003435,FBgn0003435,24.561264822134387,FBgn0003435
rna-NM_166369.5,0,1783,0.0,NM_166369,FBgn0003435,FBgn0003435,24.561264822134387,FBgn0003435
rna-NM_166370.5,0,1831,0.0,NM_166370,FBgn0003435,FBgn0003435,24.561264822134387,FBgn0003435
rna-NM_137594.2,0,1250,0.0,NM_137594,FBgn0034464,FBgn0034464,1.2221343873517798,FBgn0034464
rna-NM_080529.4,0,3914,0.0,NM_080529,FBgn0015949,FBgn0015949,316.3359683794466,FBgn0015949
rna-NM_001274168.2,0,4043,0.0,NM_001274168,FBgn0015949,FBgn0015949,316.3359683794466,FBgn0015949
rna-NM_166372.3,0,3607,0.0,NM_166372,FBgn0015949,FBgn0015949,316.3359683794466,FBgn0015949
rna-NM_001043097.3,0,3493,0.0,NM_001043097,FBgn0015949,FBgn0015949,316.3359683794466,FBgn0015949
rna-NM_001274169.2,0,2491,0.0,NM_001274169,FBgn0028372,FBgn0028372,7.363636363636363,FBgn0028372
rna-NM_137595.2,0,2479,0.0,NM_137595,FBgn0028372,FBgn0028372,7.363636363636363,FBgn0028372
rna-NM_166373.4,0,1778,0.0,NM_166373,FBgn0028372,FBgn0028372,7.363636363636363,FBgn0028372
rna-NM_079073.3,0,6396,0.0,NM_079073,FBgn0034476,FBgn0034476,6.998814229249011,FBgn0034476
rna-NM_001259513.2,0,2402,0.0,NM_001259513,FBgn0034479,FBgn0034479,15.573517786561265,FBgn0034479
rna-NM_001299695.1,0,2938,0.0,NM_001299695,FBgn0034479,FBgn0034479,15.573517786561265,FBgn0034479
rna-NM_137607.5,0,2395,0.0,NM_137607,FBgn0034479,FBgn0034479,15.573517786561265,FBgn0034479
rna-NM_001259512.2,0,2284,0.0,NM_001259512,FBgn0034479,FBgn0034479,15.573517786561265,FBgn0034479
rna-NM_057466.2,0,5422,0.0,NM_057466,FBgn0287775,FBgn0287775,25.402371541501974,FBgn0287775
rna-NM_137616.3,0,1984,0.0,NM_137616,FBgn0034488,FBgn0034488,64.19762845849803,FBgn0034488
rna-NM_058046.5,0,1622,0.0,NM_058046,FBgn0025720,FBgn0025720,61.11067193675889,FBgn0025720
rna-NM_166380.3,0,1625,0.0,NM_166380,FBgn0025720,FBgn0025720,61.11067193675889,FBgn0025720
rna-NM_166379.3,0,1643,0.0,NM_166379,FBgn0025720,FBgn0025720,61.11067193675889,FBgn0025720
rna-NM_001274172.1,0,1646,0.0,NM_001274172,FBgn0025720,FBgn0025720,61.11067193675889,FBgn0025720
rna-NM_137619.3,0,3522,0.0,NM_137619,FBgn0034491,FBgn0034491,88.3683794466403,FBgn0034491
rna-NM_166381.2,0,3554,0.0,NM_166381,FBgn0034491,FBgn0034491,88.3683794466403,FBgn0034491
